archive_member_path,archive_class_name,class_id,class_label,split,duplicate_group_id,duplicate_group_size,duplicate_group_reason
Apple___Apple_scab/11512.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_e0c33ab6c3f9f32e,1,unique
Apple___Apple_scab/11576.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_d0a35a90bab5a78e,1,unique
Apple___Apple_scab/11616.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_b656ecdf75c0c72a,1,unique
Apple___Apple_scab/11628.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_59156187e180f332,1,unique
Apple___Apple_scab/11798.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_581c0d8583838f2c,1,unique
Apple___Apple_scab/11836.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_d2941eba96905732,1,unique
Apple___Apple_scab/11901.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_01efa76d849dd9a8,1,unique
Apple___Apple_scab/12106.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_701cf3431d949d1e,1,unique
Apple___Apple_scab/12164.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_34c3d1392c1cd53c,1,unique
Apple___Apple_scab/12177.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_706e2875a2c99fa1,1,unique
Apple___Apple_scab/12207.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_996c543eb1b8aeaa,1,unique
Apple___Apple_scab/1226.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_166f536ff4594e52,1,unique
Apple___Apple_scab/12273.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_3481b2a6bd183d8f,1,unique
Apple___Apple_scab/12631.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_b38b8ea8ea9e3eea,1,unique
Apple___Apple_scab/12681.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_6ed7777ee5631b47,1,unique
Apple___Apple_scab/12702.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_86e0e579bf4fc131,1,unique
Apple___Apple_scab/12768.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_8138ae1ac8ae88bc,1,unique
Apple___Apple_scab/12867.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_a8e50bc4d660ecf2,1,unique
Apple___Apple_scab/12887.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_63f3715dbba5e816,1,unique
Apple___Apple_scab/12928.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_b9d1b4fd1a701bff,1,unique
Apple___Apple_scab/13058.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_374f081781d99bcc,1,unique
Apple___Apple_scab/13081.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_a3c798c8c9a2bf36,1,unique
Apple___Apple_scab/13087.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_7553e682e882c9cb,1,unique
Apple___Apple_scab/13154.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_7453a0e36f30cacc,1,unique
Apple___Apple_scab/13193.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_35772aedb7f104dc,1,unique
Apple___Apple_scab/13237.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_bd758ce06c93486c,1,unique
Apple___Apple_scab/13307.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_0b75a21e0927ae03,1,unique
Apple___Apple_scab/13336.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_973741efbf5e5099,1,unique
Apple___Apple_scab/13406.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_149260cf72327b1d,1,unique
Apple___Apple_scab/13494.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_c1f6776d2609f662,1,unique
Apple___Apple_scab/13551.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_1244b210ef207c32,1,unique
Apple___Apple_scab/13605.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_a9233a591fdb913a,1,unique
Apple___Apple_scab/1368.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_58b19f49d0ff4af0,1,unique
Apple___Apple_scab/13709.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_5ab02cf5faf8a488,1,unique
Apple___Apple_scab/13764.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_fc04f9db0f7a4233,1,unique
Apple___Apple_scab/138.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_3054b0d3c61f7491,1,unique
Apple___Apple_scab/13808.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_daab7bf5f6c4bbee,1,unique
Apple___Apple_scab/13893.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_adaa9a99228b0be5,1,unique
Apple___Apple_scab/13935.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_ed29ea03ef445b23,1,unique
Apple___Apple_scab/13962.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_8686b517eaa87000,1,unique
Apple___Apple_scab/14149.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_c161adefec4b063d,1,unique
Apple___Apple_scab/14181.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_0c0c4da093d379c6,1,unique
Apple___Apple_scab/14368.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_c9dc4f342d7479a1,1,unique
Apple___Apple_scab/14417.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_4c4dfa7d7245838b,1,unique
Apple___Apple_scab/14428.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_028744dcafa51e13,1,unique
Apple___Apple_scab/14529.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_f13dd3d359a2356a,1,unique
Apple___Apple_scab/14549.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_3fdbd5bb1e7e09d7,1,unique
Apple___Apple_scab/14676.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_811e66f8b0b311e3,1,unique
Apple___Apple_scab/14941.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_231519404fd951ba,1,unique
Apple___Apple_scab/15141.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_129dad701cc71a4c,1,unique
Apple___Apple_scab/15194.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_bc6fe126dbc6a59a,1,unique
Apple___Apple_scab/15423.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_2e270357a63d81cb,1,unique
Apple___Apple_scab/15508.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_5710724faa589d6e,1,unique
Apple___Apple_scab/15572.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_e76b3f60842467e1,1,unique
Apple___Apple_scab/15599.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_97dd1ddfb02f94e8,1,unique
Apple___Apple_scab/15773.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_f87b79ade8c02192,1,unique
Apple___Apple_scab/15846.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_21d37c1bd6a7a7ee,1,unique
Apple___Apple_scab/15879.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_c00b27c146e73ff1,1,unique
Apple___Apple_scab/16008.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_2ad120b79deb9dec,1,unique
Apple___Apple_scab/16055.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_dd47db0f0cc90a97,1,unique
Apple___Apple_scab/16141.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_5c33de930373ab7a,1,unique
Apple___Apple_scab/16319.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_35d620cfb852bb9b,1,unique
Apple___Apple_scab/16436.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_714c747a2d7a7108,1,unique
Apple___Apple_scab/16486.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_87e7eebf1b18f1cb,1,unique
Apple___Apple_scab/16657.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_dca4712e5030fb4a,1,unique
Apple___Apple_scab/16704.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_3b1eb1ef65695ece,1,unique
Apple___Apple_scab/1674.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_2e7cd45f50254822,1,unique
Apple___Apple_scab/16740.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_23351398067fe28b,1,unique
Apple___Apple_scab/16789.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_b949ad8c41adc4de,1,unique
Apple___Apple_scab/1680.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_993b309bef9f520d,1,unique
Apple___Apple_scab/16836.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_585d313a06f36b1c,1,unique
Apple___Apple_scab/17021.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_830f6677b3fca1b1,1,unique
Apple___Apple_scab/17040.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_e12fbe321abb0098,1,unique
Apple___Apple_scab/17041.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_46184abb1d8d76b5,1,unique
Apple___Apple_scab/17133.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_9c0d93b8166570d0,1,unique
Apple___Apple_scab/17283.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_43fdbf73f51ac7f9,1,unique
Apple___Apple_scab/17406.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_2622816bdf66f2ff,1,unique
Apple___Apple_scab/17451.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_d36d30e9fb20f5b7,1,unique
Apple___Apple_scab/17536.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_a4889367da156dc0,1,unique
Apple___Apple_scab/17574.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_5fdcf197acf7d9de,1,unique
Apple___Apple_scab/17589.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_eca38f1cb3dce3f1,1,unique
Apple___Apple_scab/17709.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_19c5f1057e6475d3,1,unique
Apple___Apple_scab/17711.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_d38e572fc6e6bc46,1,unique
Apple___Apple_scab/17746.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_4df8d9c9962173d6,1,unique
Apple___Apple_scab/17872.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_c020cc58fb142689,1,unique
Apple___Apple_scab/17883.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_8228b41d5b222270,1,unique
Apple___Apple_scab/17932.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_b036edb09c212e1e,1,unique
Apple___Apple_scab/17952.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_d9081e899ce09cf4,1,unique
Apple___Apple_scab/18.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_18352c7eabb96692,1,unique
Apple___Apple_scab/18062.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_913ddaeec5c23715,1,unique
Apple___Apple_scab/18137.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_b2858e43d0675495,1,unique
Apple___Apple_scab/18149.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_90a5f73a2ad04241,1,unique
Apple___Apple_scab/18164.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_c3924d80e4d5041d,1,unique
Apple___Apple_scab/18175.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_2568afb1cf512c4c,1,unique
Apple___Apple_scab/18262.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_98644db2b3f2e77a,1,unique
Apple___Apple_scab/18423.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_c7a6d98885cb4114,1,unique
Apple___Apple_scab/18526.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_9d0c8bad1a1c7ff2,1,unique
Apple___Apple_scab/18684.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_ecd446a9a6c71026,1,unique
Apple___Apple_scab/18827.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_150fe6548e023837,1,unique
Apple___Apple_scab/19104.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_47febc232f320e50,1,unique
Apple___Apple_scab/19110.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_83956e8fc638da30,1,unique
Apple___Apple_scab/19152.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_657aa408d07bbe0d,1,unique
Apple___Apple_scab/19203.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_16f5d45332a2d29e,1,unique
Apple___Apple_scab/19431.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_e1bddca90d9ca9df,1,unique
Apple___Apple_scab/19562.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_f892bcabf90054bb,1,unique
Apple___Apple_scab/19595.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_7ad370419bda81db,1,unique
Apple___Apple_scab/19760.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_a9ad922186842fc1,1,unique
Apple___Apple_scab/19773.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_aed9acb67d24f0ac,1,unique
Apple___Apple_scab/19859.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_65a34c252ba8df15,1,unique
Apple___Apple_scab/19871.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_045eee824da4412a,1,unique
Apple___Apple_scab/20165.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_eb81702ae61d491f,1,unique
Apple___Apple_scab/20186.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_a6284cd91ccf4d17,1,unique
Apple___Apple_scab/20425.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_eba0359813211488,1,unique
Apple___Apple_scab/20868.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_c46b1941c6ebcc91,1,unique
Apple___Apple_scab/20871.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_ab9492560ba5a7c0,1,unique
Apple___Apple_scab/2094.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_9ae8786636fda208,1,unique
Apple___Apple_scab/21122.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_9f21887fed9a903d,1,unique
Apple___Apple_scab/21126.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_8fc90b91e45fff9c,1,unique
Apple___Apple_scab/21160.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_9ccce23397ec65f5,1,unique
Apple___Apple_scab/21271.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_f54d8be6bf5deafa,1,unique
Apple___Apple_scab/21457.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_743d73a57e6896c5,1,unique
Apple___Apple_scab/21529.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_a7f0f260aaba350b,1,unique
Apple___Apple_scab/21625.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_e1404f44a65abb4e,1,unique
Apple___Apple_scab/21771.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_9fda95709137749f,1,unique
Apple___Apple_scab/21795.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_42fbc93c7b885f71,1,unique
Apple___Apple_scab/21806.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_b4868c946e0dd8fb,1,unique
Apple___Apple_scab/21899.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_566be979d594e217,1,unique
Apple___Apple_scab/21906.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_d7af37c2c7a97af3,1,unique
Apple___Apple_scab/21990.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_757c23e83687e653,1,unique
Apple___Apple_scab/22046.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_d8b051b6530f0bbf,1,unique
Apple___Apple_scab/22188.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_7c3cb80be591a4bd,1,unique
Apple___Apple_scab/22321.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_57dda7681e1b12d9,1,unique
Apple___Apple_scab/22666.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_1cf8b994cfd150d9,1,unique
Apple___Apple_scab/2271.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_4407f836bf5cd62a,1,unique
Apple___Apple_scab/22807.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_bd544d5743c098b9,1,unique
Apple___Apple_scab/22817.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_309910bb03fcce67,1,unique
Apple___Apple_scab/22876.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_d7fa54223f8ad4a7,1,unique
Apple___Apple_scab/23067.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_3ad4a3f3d3909195,1,unique
Apple___Apple_scab/23080.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_8877a2fe2f6d9262,1,unique
Apple___Apple_scab/23118.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_fdf4af0a18c3c376,1,unique
Apple___Apple_scab/23188.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_875fd77c5bc98380,1,unique
Apple___Apple_scab/23429.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_9f141b654985d277,1,unique
Apple___Apple_scab/23582.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_f00c86bf82aa8664,1,unique
Apple___Apple_scab/2365.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_0ce409dae83eec4e,1,unique
Apple___Apple_scab/2373.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_dab31928c431ffaa,1,unique
Apple___Apple_scab/23893.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_fb0d4bc38927629a,1,unique
Apple___Apple_scab/23925.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_7229dce74014f19d,1,unique
Apple___Apple_scab/2405.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_4a4f12eafc1e71ff,1,unique
Apple___Apple_scab/24154.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_d9eb9d820fced563,1,unique
Apple___Apple_scab/24282.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_4a5ee68c6ccb1558,1,unique
Apple___Apple_scab/24289.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_63bd81e4b57a7dfa,1,unique
Apple___Apple_scab/243.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_45c04129293d11a7,1,unique
Apple___Apple_scab/24317.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_25ad50179488919b,1,unique
Apple___Apple_scab/24352.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_88f3f6ac9a7968b6,1,unique
Apple___Apple_scab/24464.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_0295ec872143c049,1,unique
Apple___Apple_scab/24481.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_80a5d45cca4e473a,1,unique
Apple___Apple_scab/24542.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_300bd99d2de73af8,1,unique
Apple___Apple_scab/24788.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_acce32aca94decc4,1,unique
Apple___Apple_scab/24839.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_6966006679367279,1,unique
Apple___Apple_scab/25019.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_7b956cd8382ab0ce,1,unique
Apple___Apple_scab/25044.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_94a205f275c9d2aa,1,unique
Apple___Apple_scab/25146.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_4da6ed23d2b1f70a,1,unique
Apple___Apple_scab/25285.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_9d65dea2137388dc,1,unique
Apple___Apple_scab/2530.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_2a9a2f0c6a7d4814,1,unique
Apple___Apple_scab/2532.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_5619614eec222732,1,unique
Apple___Apple_scab/25322.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_5ceca268e4ef3fa0,1,unique
Apple___Apple_scab/25364.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_14004e81a577af53,1,unique
Apple___Apple_scab/25581.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_ffb5df38e0a85852,1,unique
Apple___Apple_scab/25662.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_cfe848f8f1b9b548,1,unique
Apple___Apple_scab/25666.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_b25a9df0ee81f4ca,1,unique
Apple___Apple_scab/25744.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_3b87f353764114c5,1,unique
Apple___Apple_scab/25770.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_981d680db85472ca,1,unique
Apple___Apple_scab/25931.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_651914c5b988f7e5,1,unique
Apple___Apple_scab/26013.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_58dd7995cb16171a,1,unique
Apple___Apple_scab/26109.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_2d092c0c4a1188d1,1,unique
Apple___Apple_scab/26114.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_36cebb936a0e1a14,1,unique
Apple___Apple_scab/26144.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_5db72f0631c1c4ac,1,unique
Apple___Apple_scab/26163.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_606118096e9b4c26,1,unique
Apple___Apple_scab/26307.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_332994663258a45d,1,unique
Apple___Apple_scab/26349.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_ea02a9b98095ac02,1,unique
Apple___Apple_scab/26401.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_53a2e8807131e628,1,unique
Apple___Apple_scab/26412.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_58749513af79b2c5,1,unique
Apple___Apple_scab/26507.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_c15d48bc4f2aa1fd,1,unique
Apple___Apple_scab/2654.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_d0fea0adca1cb43b,1,unique
Apple___Apple_scab/26639.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_3ff541d83ffb9229,1,unique
Apple___Apple_scab/26853.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_8672f35d810c138c,1,unique
Apple___Apple_scab/26915.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_03639e97461e963b,1,unique
Apple___Apple_scab/26945.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_9442bdd3da62dc6f,1,unique
Apple___Apple_scab/27055.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_9c1235d333fdd045,1,unique
Apple___Apple_scab/27147.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_1e48bd0c41be3ffc,1,unique
Apple___Apple_scab/27191.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_206d80c553d8d994,1,unique
Apple___Apple_scab/27229.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_91740c11812b80eb,1,unique
Apple___Apple_scab/2723.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_9347d0fcc2e55de8,1,unique
Apple___Apple_scab/27307.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_7fde58e0748b91d5,1,unique
Apple___Apple_scab/27346.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_f9fe478e9ad38511,1,unique
Apple___Apple_scab/27360.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_d9703456b9341578,1,unique
Apple___Apple_scab/27448.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_2f8cba31deb86428,1,unique
Apple___Apple_scab/27982.jpg,Apple___Apple_scab,0,Apple___Apple_scab,test,g_6ed296ff71e17fad,1,unique
Apple___Apple_scab/28044.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_558cbb218f91ac68,1,unique
Apple___Apple_scab/28066.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_b1a5157e41c06fd8,1,unique
Apple___Apple_scab/28089.jpg,Apple___Apple_scab,0,Apple___Apple_scab,validation,g_10294436b60e5c74,1,unique
Apple___Apple_scab/28151.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_c3a04b79717c8a82,1,unique
Apple___Apple_scab/28179.jpg,Apple___Apple_scab,0,Apple___Apple_scab,train,g_408bfafcb13c82d4,1,unique
